Local time,Open,High,Low,Close,Volume
14.01.2020 07:00:00.000 GMT+0300,1539.015,1539.565,1538.315,1539.162,812139.9879
14.01.2020 08:00:00.000 GMT+0300,1539.165,1539.385,1536.355,1538.152,2101140.0223
14.01.2020 09:00:00.000 GMT+0300,1538.155,1540.262,1536.572,1539.945,2354419.9467
14.01.2020 10:00:00.000 GMT+0300,1539.932,1543.295,1539.205,1543.255,2319319.9635
14.01.2020 11:00:00.000 GMT+0300,1543.252,1546.125,1541.965,1544.695,3497060.0605
14.01.2020 12:00:00.000 GMT+0300,1544.705,1544.825,1542.755,1544.255,2096179.9622
14.01.2020 13:00:00.000 GMT+0300,1544.255,1545.995,1543.925,1545.225,1892750.0248
14.01.2020 14:00:00.000 GMT+0300,1545.235,1546.205,1543.285,1543.295,2568730.1159
14.01.2020 15:00:00.000 GMT+0300,1543.305,1544.445,1542.452,1543.365,2317159.8911
14.01.2020 16:00:00.000 GMT+0300,1543.345,1546.965,1542.275,1544.355,4735239.9826
14.01.2020 17:00:00.000 GMT+0300,1544.365,1547.275,1542.625,1546.595,5825029.85
14.01.2020 18:00:00.000 GMT+0300,1546.585,1546.975,1541.112,1543.192,4968249.7978
14.01.2020 19:00:00.000 GMT+0300,1543.192,1544.532,1542.432,1542.642,3147639.9899
14.01.2020 20:00:00.000 GMT+0300,1542.642,1544.035,1542.262,1543.755,2148010.0155
14.01.2020 21:00:00.000 GMT+0300,1543.745,1549.082,1543.115,1545.952,4901579.8569
14.01.2020 22:00:00.000 GMT+0300,1545.932,1548.072,1545.372,1546.245,5475299.8352
14.01.2020 23:00:00.000 GMT+0300,1546.245,1547.465,1545.705,1547.215,2569040.06
15.01.2020 00:00:00.000 GMT+0300,1547.295,1547.315,1546.252,1547.165,306199.9977
15.01.2020 01:00:00.000 GMT+0300,1547.165,1547.165,1547.165,1547.165,0
15.01.2020 02:00:00.000 GMT+0300,1546.882,1550.255,1546.365,1549.755,803439.9748
15.01.2020 03:00:00.000 GMT+0300,1549.755,1550.195,1548.125,1549.365,961709.9762
15.01.2020 04:00:00.000 GMT+0300,1549.345,1549.345,1546.535,1547.515,2032239.9139
15.01.2020 05:00:00.000 GMT+0300,1547.435,1553.095,1547.395,1552.405,2775660.038
15.01.2020 06:00:00.000 GMT+0300,1552.422,1553.022,1551.305,1552.315,988889.9922
15.01.2020 07:00:00.000 GMT+0300,1552.195,1552.865,1551.902,1552.245,755169.9877
15.01.2020 08:00:00.000 GMT+0300,1552.225,1553.585,1552.125,1553.445,1130910.0389
15.01.2020 09:00:00.000 GMT+0300,1553.442,1554.115,1550.455,1551.032,2065700.0542
15.01.2020 10:00:00.000 GMT+0300,1551.015,1553.025,1550.845,1553.012,1759690.0463
15.01.2020 11:00:00.000 GMT+0300,1553.002,1554.525,1552.092,1553.695,2027060.0319
15.01.2020 12:00:00.000 GMT+0300,1553.722,1553.835,1551.735,1553.432,1794589.9963
15.01.2020 13:00:00.000 GMT+0300,1553.465,1553.632,1551.595,1552.115,1192520.0224
15.01.2020 14:00:00.000 GMT+0300,1552.112,1553.312,1551.805,1552.255,1411270.0224
15.01.2020 15:00:00.000 GMT+0300,1552.252,1552.555,1550.355,1550.975,1878849.9832
15.01.2020 16:00:00.000 GMT+0300,1551.015,1555.092,1547.152,1555.042,5476709.8427
15.01.2020 17:00:00.000 GMT+0300,1554.982,1557.285,1549.075,1549.862,5121689.7964
15.01.2020 18:00:00.000 GMT+0300,1549.852,1551.245,1548.982,1549.145,4121840.0002
15.01.2020 19:00:00.000 GMT+0300,1549.205,1552.535,1548.925,1552.025,3193619.9665
15.01.2020 20:00:00.000 GMT+0300,1552.025,1554.565,1551.072,1554.195,3183480.0243
15.01.2020 21:00:00.000 GMT+0300,1554.115,1556.645,1553.252,1556.115,3214940.0711
15.01.2020 22:00:00.000 GMT+0300,1556.215,1558.405,1555.045,1555.565,2361239.9101
15.01.2020 23:00:00.000 GMT+0300,1555.575,1557.175,1554.345,1556.382,3117739.9158
